Filename,Anomaly_Score,MSE,SSIM_Delta,KLD,Is_Anomaly
tile_8917.npy,0.5253177,0.045671664,0.99971706,2.6233659,False
tile_13019.npy,0.52530617,0.045739688,0.9997309,2.57088,False
tile_14761.npy,0.52529436,0.045481827,0.9997508,2.6780112,False
tile_20072.npy,0.52526844,0.045456283,0.9997203,2.680166,False
tile_15981.npy,0.5252609,0.045599885,0.9997004,2.610765,False
tile_13989.npy,0.5252468,0.04568241,0.9996556,2.5777564,False
tile_11776.npy,0.5252421,0.045570057,0.9996605,2.6268308,False
tile_19725.npy,0.52522063,0.045570564,0.9996748,2.597945,False
tile_21805.npy,0.5252146,0.04537336,0.9996364,2.709737,False
tile_20086.npy,0.52519697,0.04556275,0.99960905,2.6110284,False
tile_6845.npy,0.52519584,0.045484602,0.9997104,2.5983493,False
tile_16244.npy,0.5251819,0.04543598,0.9997178,2.6050181,False
tile_15560.npy,0.52515775,0.045378722,0.9997465,2.595134,False
tile_15206.npy,0.52515763,0.045387167,0.9997597,2.5842047,False
tile_19429.npy,0.5251566,0.045245267,0.99978113,2.6433883,False
tile_12634.npy,0.52514297,0.04469729,0.9997057,2.941507,False
tile_14007.npy,0.5251225,0.045436013,0.99967766,2.5656872,False
tile_14712.npy,0.5251199,0.045278363,0.99968195,2.6397848,False
tile_13502.npy,0.52510947,0.04511057,0.9997203,2.694082,False
tile_13647.npy,0.5250954,0.045245253,0.9996594,2.6430602,False
tile_20773.npy,0.525065,0.045080118,0.99977034,2.6397867,False
tile_18579.npy,0.52506477,0.045215018,0.99967384,2.620313,False
tile_17476.npy,0.5250584,0.044389844,0.999904,2.9114695,False
tile_12599.npy,0.5250372,0.045178026,0.9997389,2.5787878,False
tile_9267.npy,0.5250325,0.045357622,0.99966913,2.5191548,False
tile_15108.npy,0.5250156,0.045156706,0.9996829,2.595774,False
tile_15565.npy,0.52501255,0.0451895,0.99970526,2.565228,False
tile_12401.npy,0.52498794,0.045084745,0.999765,2.5630722,False
tile_15393.npy,0.52496135,0.04498545,0.9997394,2.5989392,False
tile_14353.npy,0.5249408,0.044976003,0.999577,2.664268,False
tile_14517.npy,0.5248917,0.04479091,0.9997399,2.6262767,False
tile_17369.npy,0.5248868,0.044848803,0.99963725,2.6437843,False
tile_20255.npy,0.5248854,0.044680424,0.99961036,2.740046,False
tile_9812.npy,0.5248483,0.044775005,0.99974805,2.586784,False
tile_19539.npy,0.5248252,0.044577904,0.9997299,2.6713002,False
tile_7223.npy,0.52482206,0.044608697,0.99969107,2.6722136,False
tile_22681.npy,0.52480394,0.04434095,0.9996324,2.8172703,False
tile_18397.npy,0.524787,0.044646893,0.999701,2.6130786,False
tile_15071.npy,0.52476436,0.04409756,0.9997307,2.8502448,False
tile_15400.npy,0.5247527,0.044503868,0.999703,2.6492407,False
tile_15228.npy,0.5247441,0.044477187,0.99971443,2.6483219,False
tile_18404.npy,0.5247355,0.044415645,0.99974614,2.6546009,False
tile_14004.npy,0.52473074,0.044550784,0.99970454,2.603026,False
tile_13853.npy,0.52472526,0.044535875,0.99976563,2.5745094,False
tile_19195.npy,0.52469194,0.04416855,0.99974275,2.736288,False
tile_19380.npy,0.5246895,0.044382986,0.99974567,2.6251624,False
tile_15261.npy,0.52465296,0.044824097,0.9996598,2.4110222,False
tile_8419.npy,0.5246401,0.04461821,0.99969035,2.4858203,False
tile_13513.npy,0.52462924,0.044339046,0.9997324,2.5935256,False
tile_14218.npy,0.52459687,0.044191323,0.9997347,2.633858,False
tile_12316.npy,0.5245814,0.044388697,0.99966085,2.5566196,False
tile_11702.npy,0.5245694,0.044265278,0.9997127,2.5803835,False
tile_18729.npy,0.5245549,0.044425085,0.99963367,2.5254986,False
tile_19892.npy,0.524527,0.044114236,0.9996263,2.6567585,False
tile_20239.npy,0.52452695,0.043899808,0.99972737,2.7133653,False
tile_17115.npy,0.52451456,0.0442701,0.999651,2.553978,False
tile_12475.npy,0.5245069,0.04451503,0.99961865,2.440099,False
tile_19188.npy,0.52450275,0.04399713,0.99967873,2.6648023,False
tile_21112.npy,0.5244889,0.04406128,0.9997156,2.6005147,False
tile_22685.npy,0.5244788,0.044130348,0.99968255,2.5723433,False
tile_19620.npy,0.5244142,0.043810226,0.9996527,2.6827173,False
tile_18046.npy,0.5243893,0.04378856,0.9995736,2.708252,False
tile_8593.npy,0.5243544,0.04387428,0.99968475,2.574883,False
tile_8062.npy,0.5243497,0.043883376,0.9996656,2.5752404,False
tile_12637.npy,0.5243495,0.043952987,0.9996662,2.539909,False
tile_18555.npy,0.52434605,0.043865122,0.9996534,2.5867832,False
tile_13808.npy,0.5243349,0.043830663,0.9995936,2.6227922,False
