Filename,Anomaly_Score,MSE,SSIM_Delta,KLD,Is_Anomaly
tile_9334.npy,0.5161866,0.03204979,0.9995111,0.40617263,False
tile_27036.npy,0.51618266,0.032084912,0.9994684,0.40602022,False
tile_7421.npy,0.51617694,0.032022685,0.9995148,0.40817422,False
tile_24619.npy,0.51616704,0.032009162,0.9995081,0.4084008,False
tile_23436.npy,0.5161665,0.03204268,0.99950033,0.3950175,False
tile_16549.npy,0.51615435,0.032066498,0.99943715,0.40253645,False
tile_23691.npy,0.51613414,0.031963874,0.999495,0.40470073,False
tile_23520.npy,0.5161179,0.03195502,0.9994746,0.40303984,False
tile_19512.npy,0.5161143,0.031901874,0.99951524,0.40574503,False
tile_24922.npy,0.5160996,0.03183084,0.9995589,0.40472662,False
tile_4594.npy,0.5160986,0.027687665,0.99942315,2.5432065,False
tile_22226.npy,0.5160887,0.03185317,0.9995221,0.4010901,False
tile_24103.npy,0.5160833,0.03184744,0.99951494,0.40210587,False
tile_10715.npy,0.5160624,0.027309716,0.9996268,2.594127,False
tile_23336.npy,0.51605725,0.031835828,0.9994608,0.40893078,False
tile_18769.npy,0.51604176,0.03174012,0.99954927,0.39707378,False
tile_10706.npy,0.5160404,0.031785157,0.9995008,0.39741188,False
tile_15753.npy,0.51603186,0.028147133,0.9992944,2.3111064,False
tile_28792.npy,0.51602775,0.031748157,0.9995087,0.39933318,False
tile_20639.npy,0.51602644,0.03175744,0.99948615,0.4046575,False
tile_28464.npy,0.51602453,0.031702984,0.99954283,0.40164313,False
tile_22761.npy,0.51601726,0.031701915,0.9995288,0.40190354,False
tile_24433.npy,0.51600856,0.031654663,0.99954706,0.4077185,False
tile_21605.npy,0.515987,0.031598993,0.99956757,0.4036816,False
tile_7227.npy,0.5159726,0.031655148,0.9994899,0.40003794,False
tile_22524.npy,0.5159679,0.03165821,0.99948096,0.39834106,False
tile_27739.npy,0.5159678,0.03168962,0.99944794,0.39898872,False
tile_25275.npy,0.51596767,0.031667188,0.9994697,0.39922124,False
tile_7236.npy,0.51594245,0.0315722,0.9995059,0.40339193,False
tile_8471.npy,0.5159373,0.03160485,0.99947244,0.39870048,False
tile_8806.npy,0.5159336,0.031514913,0.99954194,0.40513623,False
tile_21556.npy,0.51592195,0.031605285,0.9994261,0.40627822,False
tile_19340.npy,0.5159203,0.031531066,0.99949753,0.4059629,False
tile_26670.npy,0.51591665,0.03156886,0.9994492,0.40764585,False
tile_15853.npy,0.51591164,0.031477515,0.99955136,0.39717934,False
tile_19228.npy,0.51590466,0.031485923,0.9995222,0.40063062,False
tile_24615.npy,0.5159041,0.031489544,0.9995081,0.40532446,False
tile_24061.npy,0.5158964,0.0315097,0.9994778,0.40261582,False
tile_23185.npy,0.5158828,0.03146802,0.9994913,0.4031451,False
tile_17554.npy,0.5158767,0.031451058,0.9994906,0.40584528,False
tile_6896.npy,0.51587206,0.031390883,0.9995496,0.40176916,False
tile_10700.npy,0.5158644,0.031410158,0.9995358,0.39136449,False
tile_18243.npy,0.5158601,0.031456023,0.9994632,0.40048492,False
tile_19458.npy,0.5158512,0.03137449,0.9995192,0.40438348,False
tile_19465.npy,0.5158436,0.03139943,0.9994726,0.4075227,False
tile_24122.npy,0.5158423,0.03129927,0.99960023,0.39253566,False
tile_25843.npy,0.5158417,0.03134028,0.99954253,0.40030912,False
tile_20995.npy,0.5158314,0.031293213,0.99956757,0.4010271,False
tile_26201.npy,0.5158299,0.03136719,0.9994994,0.39659092,False
tile_22359.npy,0.51582825,0.03131576,0.99955446,0.39316964,False
tile_16843.npy,0.5158273,0.027070172,0.9995087,2.5378635,False
tile_17208.npy,0.5158273,0.03132715,0.99951863,0.4044065,False
tile_14999.npy,0.5158259,0.03137336,0.9994756,0.40145823,False
tile_29827.npy,0.51582503,0.03136258,0.9994858,0.40084234,False
tile_29116.npy,0.515823,0.031334512,0.99950397,0.4037563,False
tile_14422.npy,0.51581144,0.031362534,0.99946386,0.3982631,False
tile_25011.npy,0.51580876,0.031304646,0.9995163,0.3983058,False
tile_26886.npy,0.515808,0.03139141,0.9994105,0.40701455,False
tile_25344.npy,0.5158046,0.03128348,0.9995119,0.40692353,False
tile_31074.npy,0.51580215,0.03127831,0.9995153,0.40534985,False
tile_28459.npy,0.5158015,0.031315736,0.9995057,0.39078134,False
tile_25358.npy,0.51579976,0.031315602,0.9994726,0.40565604,False
tile_6564.npy,0.5157785,0.031288937,0.9994505,0.40879217,False
tile_9846.npy,0.51577544,0.031210685,0.99952906,0.4055553,False
tile_26026.npy,0.5157675,0.031245152,0.9995003,0.39481062,False
tile_15819.npy,0.51576287,0.031243782,0.9994916,0.39517227,False
tile_24801.npy,0.51575637,0.031194013,0.99952555,0.3966317,False
tile_19941.npy,0.51575553,0.031230656,0.99947417,0.40313157,False
tile_2525.npy,0.5157464,0.031183919,0.99949056,0.4091798,False
tile_16225.npy,0.51574475,0.031234382,0.99944305,0.40605262,False
tile_16223.npy,0.51574415,0.031235512,0.9994449,0.4039356,False
tile_21375.npy,0.51573896,0.031175118,0.9994922,0.4053212,False
tile_28094.npy,0.51573867,0.031149212,0.9995237,0.40223694,False
tile_7580.npy,0.51573795,0.031157462,0.9995156,0.40141433,False
tile_25171.npy,0.51573473,0.031208932,0.99947333,0.39356193,False
tile_10870.npy,0.5157278,0.031183738,0.9994588,0.40654603,False
tile_17494.npy,0.51571006,0.03111287,0.9994935,0.40684396,False
tile_10229.npy,0.51570845,0.031152826,0.99945843,0.40283096,False
tile_28105.npy,0.5157012,0.03107712,0.99951327,0.4059932,False
tile_21839.npy,0.51569664,0.031074125,0.99950385,0.40763405,False
tile_6379.npy,0.515695,0.031070571,0.99951035,0.4045223,False
tile_13588.npy,0.51569176,0.031123653,0.9994634,0.39824256,False
tile_12620.npy,0.51568675,0.031090733,0.99948835,0.39717865,False
tile_21025.npy,0.51567304,0.030990144,0.9995459,0.40500912,False
tile_3552.npy,0.51566774,0.031060733,0.99946326,0.40570778,False
tile_26143.npy,0.5156646,0.031059332,0.99947375,0.39806864,False
tile_30906.npy,0.5156384,0.031029303,0.99944556,0.40096623,False
tile_21703.npy,0.5156159,0.027081726,0.9994139,2.3681102,False
tile_27970.npy,0.5156149,0.030916303,0.9994951,0.40922916,False
tile_22702.npy,0.51561135,0.030920804,0.99950546,0.3982133,False
tile_22663.npy,0.51561123,0.030880718,0.9995438,0.39899835,False
tile_31759.npy,0.5156075,0.030955106,0.99945384,0.40297878,False
tile_17594.npy,0.51560295,0.030918071,0.9994707,0.4085203,False
tile_11746.npy,0.515597,0.030872114,0.99951905,0.4013783,False
tile_28306.npy,0.5155946,0.030895203,0.99950093,0.39652738,False
tile_29288.npy,0.5155904,0.03085209,0.99951804,0.40534335,False
tile_21546.npy,0.51558846,0.0308153,0.999553,0.40429965,False
tile_21360.npy,0.51558113,0.030844089,0.9995152,0.40150455,False
tile_22942.npy,0.5155798,0.030887919,0.9994773,0.39720204,False
tile_24805.npy,0.515573,0.030860024,0.99949116,0.39746556,False
tile_6995.npy,0.5155601,0.030798329,0.9995088,0.40648368,False
tile_5170.npy,0.5155593,0.030821126,0.9994931,0.40220645,False
tile_21196.npy,0.5155553,0.030796997,0.9995072,0.40321425,False
tile_28136.npy,0.51554173,0.03078901,0.9994894,0.40251422,False
tile_15018.npy,0.5155279,0.030649975,0.99960715,0.39936456,False
tile_27955.npy,0.5155173,0.03075632,0.99948305,0.39764324,False
tile_3206.npy,0.5155022,0.030685501,0.99952424,0.39731807,False
tile_10125.npy,0.5154974,0.030625984,0.99956363,0.40258354,False
tile_13784.npy,0.5154859,0.030710036,0.99945664,0.40258992,False
tile_20723.npy,0.51548547,0.030626569,0.99956137,0.39149734,False
tile_26491.npy,0.51548177,0.030598335,0.99955744,0.4038981,False
tile_15189.npy,0.51547533,0.030648865,0.99949723,0.40225303,False
tile_29659.npy,0.51546794,0.030675545,0.9994655,0.3973635,False
tile_4075.npy,0.51546496,0.030668505,0.9994546,0.40342203,False
tile_30008.npy,0.5154432,0.030673709,0.99941605,0.39832953,False
tile_15684.npy,0.51543987,0.030600522,0.9994662,0.40652323,False
tile_28640.npy,0.51543576,0.030590903,0.99948,0.40028808,False
tile_18774.npy,0.5154274,0.03058495,0.99945384,0.40801492,False
tile_7515.npy,0.5154266,0.030531459,0.99950314,0.40927738,False
tile_7441.npy,0.5154262,0.030484231,0.9995639,0.40217102,False
tile_3382.npy,0.51541626,0.030497568,0.999529,0.40301508,False
tile_20804.npy,0.51541233,0.030506518,0.9995226,0.39771602,False
tile_26866.npy,0.51540554,0.030539017,0.99945533,0.4083459,False
tile_23448.npy,0.5154054,0.030519452,0.99948996,0.4007098,False
tile_28466.npy,0.51539487,0.030535463,0.9994443,0.40494633,False
tile_15335.npy,0.5153878,0.030474357,0.9994945,0.4033416,False
tile_12444.npy,0.5153849,0.030478235,0.99947715,0.40719506,False
tile_28800.npy,0.5153775,0.030452393,0.9995094,0.3965851,False
tile_24110.npy,0.51537526,0.03050661,0.999443,0.40044862,False
tile_12154.npy,0.51537436,0.026187515,0.99941844,2.5714254,False
tile_8798.npy,0.5153693,0.03042908,0.9995015,0.40397763,False
tile_25702.npy,0.5153645,0.030400427,0.9995231,0.40274283,False
tile_22868.npy,0.5153545,0.030446574,0.9994632,0.39963102,False
tile_26558.npy,0.5153378,0.030435307,0.9994345,0.40291768,False
tile_25524.npy,0.5153331,0.03036676,0.99949634,0.4015538,False
tile_23516.npy,0.5153133,0.030315492,0.99950296,0.40410268,False
tile_20219.npy,0.5153105,0.030283999,0.9995273,0.40489203,False
tile_25678.npy,0.5153098,0.030350791,0.9994539,0.40747562,False
tile_19161.npy,0.5153071,0.030334208,0.9994669,0.40659034,False
tile_10206.npy,0.51530635,0.030320335,0.99947953,0.4064403,False
tile_25310.npy,0.5152922,0.030348988,0.9994225,0.40649673,False
tile_28456.npy,0.5152896,0.030273741,0.99949574,0.40485448,False
tile_26561.npy,0.5152882,0.030282408,0.99948555,0.4041632,False
tile_20961.npy,0.5152872,0.030264277,0.9995044,0.4028764,False
tile_26539.npy,0.5152833,0.030268475,0.99948376,0.40714902,False
tile_27079.npy,0.5152826,0.030253729,0.99950355,0.40392435,False
tile_27714.npy,0.5152737,0.030276058,0.9994532,0.40908328,False
tile_18134.npy,0.5152681,0.030223772,0.9995063,0.40306503,False
tile_9835.npy,0.5152632,0.030251198,0.9994636,0.4058179,False
tile_28789.npy,0.51526266,0.030258916,0.99946946,0.39844072,False
tile_29320.npy,0.5152575,0.030192085,0.99950796,0.40747735,False
tile_6920.npy,0.5152563,0.030188806,0.999513,0.40536445,False
tile_11737.npy,0.51524913,0.030280419,0.9994143,0.40175635,False
tile_28458.npy,0.515248,0.030225065,0.99947697,0.39699608,False
tile_28116.npy,0.51522547,0.030129546,0.9995086,0.40638876,False
tile_24454.npy,0.5152163,0.030108806,0.9995107,0.4065673,False
tile_20678.npy,0.51521343,0.030129964,0.9995054,0.39575976,False
tile_5094.npy,0.5152096,0.030092126,0.9995068,0.41011882,False
tile_27436.npy,0.5151951,0.030074151,0.9995064,0.40476146,False
tile_25625.npy,0.5151909,0.030092362,0.9994851,0.40215468,False
tile_21315.npy,0.5151875,0.03011068,0.9994666,0.39884833,False
tile_28418.npy,0.51518583,0.030022083,0.99955153,0.3990734,False
tile_24310.npy,0.5151725,0.030009026,0.99953216,0.40192315,False
tile_22752.npy,0.5151515,0.030019188,0.99947894,0.40247884,False
tile_25991.npy,0.5151483,0.029965427,0.9995222,0.40447173,False
tile_21878.npy,0.51511914,0.029922524,0.99951273,0.401468,False
tile_20161.npy,0.5151151,0.029967036,0.9994551,0.40402704,False
tile_8983.npy,0.51511186,0.02991008,0.99949896,0.40731123,False
tile_25189.npy,0.5151068,0.029924618,0.99948007,0.40445203,False
tile_29694.npy,0.515101,0.03002074,0.99939835,0.39150158,False
tile_28299.npy,0.5150994,0.02990407,0.99948496,0.40486944,False
tile_19356.npy,0.5150925,0.029849613,0.9995241,0.40559176,False
tile_31055.npy,0.51508296,0.029922735,0.9994294,0.40686563,False
tile_26746.npy,0.5150804,0.029900175,0.999456,0.40232193,False
tile_19298.npy,0.51507926,0.029869417,0.99946874,0.4102271,False
tile_15119.npy,0.5150749,0.02983484,0.9995027,0.40611836,False
tile_3746.npy,0.5150717,0.029823199,0.99951524,0.40247926,False
tile_12739.npy,0.515067,0.029802643,0.99951607,0.40762153,False
tile_22021.npy,0.5150614,0.02980139,0.9995051,0.40811506,False
tile_8297.npy,0.51505977,0.029908342,0.9994137,0.39874533,False
tile_10045.npy,0.5150519,0.02981969,0.9994806,0.40172902,False
tile_10385.npy,0.51504976,0.029730603,0.99956065,0.40409026,False
tile_4242.npy,0.5150429,0.02977495,0.999507,0.4019203,False
tile_7416.npy,0.5150384,0.029782698,0.999494,0.40001875,False
tile_18988.npy,0.515033,0.029812444,0.9994506,0.4014981,False
tile_10641.npy,0.51503235,0.029739955,0.99951935,0.40267453,False
tile_8139.npy,0.5150288,0.029757455,0.9994848,0.4076654,False
tile_19407.npy,0.5150178,0.02976661,0.99947256,0.3981996,False
tile_26513.npy,0.5150152,0.02975893,0.99945617,0.40764925,False
tile_29306.npy,0.5150135,0.029792069,0.9994308,0.40207672,False
tile_21441.npy,0.5150121,0.02974331,0.99948084,0.39999762,False
tile_24460.npy,0.5150086,0.029729826,0.999494,0.3967051,False
tile_17263.npy,0.5150063,0.029774403,0.9994354,0.4013748,False
tile_21962.npy,0.5150051,0.029823247,0.9993823,0.4023556,False
tile_27541.npy,0.51500374,0.029738646,0.9994545,0.40713602,False
tile_27551.npy,0.5149961,0.029720144,0.9994588,0.4066295,False
tile_14323.npy,0.514996,0.02971188,0.99946475,0.40767854,False
tile_23634.npy,0.51499367,0.029736584,0.999446,0.4024016,False
tile_12899.npy,0.5149925,0.02970559,0.9994894,0.39492083,False
tile_27590.npy,0.5149906,0.02972049,0.9994546,0.40306106,False
tile_17902.npy,0.5149901,0.029694663,0.9994792,0.4031792,False
tile_28632.npy,0.51497537,0.029677255,0.9994604,0.4065525,False
tile_6012.npy,0.5149673,0.029660903,0.9994712,0.40124118,False
tile_30002.npy,0.5149456,0.029606678,0.99948937,0.39759925,False
tile_7356.npy,0.51494384,0.029593337,0.9994771,0.40866572,False
tile_5835.npy,0.5149396,0.029599143,0.99947304,0.403522,False
tile_30369.npy,0.5149377,0.029692432,0.999376,0.40348795,False
tile_4117.npy,0.51493365,0.029558755,0.9995044,0.40211016,False
tile_23870.npy,0.5149324,0.029634088,0.9994328,0.3989597,False
tile_19335.npy,0.5149247,0.029569032,0.99947965,0.40038806,False
tile_21895.npy,0.5149187,0.029570919,0.99946374,0.4013973,False
tile_23020.npy,0.5149178,0.029495563,0.9995437,0.39817625,False
tile_27708.npy,0.51491386,0.029504035,0.9995103,0.4066663,False
tile_10027.npy,0.5149098,0.029568132,0.9994376,0.40696478,False
tile_23771.npy,0.5149039,0.02949306,0.9995121,0.4013469,False
tile_22052.npy,0.51490223,0.029488618,0.9995152,0.40033528,False
tile_29836.npy,0.51489896,0.029491711,0.9994971,0.40456152,False
tile_12378.npy,0.5148981,0.02955902,0.9994194,0.40890798,False
tile_23871.npy,0.51489574,0.029474253,0.99950176,0.40775648,False
tile_25527.npy,0.51489073,0.02945612,0.99952626,0.39951038,False
tile_9670.npy,0.5148859,0.029514536,0.9994678,0.39475435,False
tile_23290.npy,0.5148708,0.029416407,0.99951804,0.40359065,False
tile_25532.npy,0.51485544,0.029414954,0.99949056,0.40266025,False
tile_29167.npy,0.51485467,0.029376611,0.99952364,0.40456086,False
tile_22025.npy,0.5148415,0.029396495,0.9994728,0.40685067,False
tile_28428.npy,0.5148414,0.029391503,0.99949276,0.39924607,False
tile_27965.npy,0.5148286,0.029357282,0.99948657,0.4066867,False
tile_3040.npy,0.51481944,0.029342197,0.9994887,0.40402347,False
tile_20741.npy,0.514811,0.029397652,0.99942654,0.3988957,False
tile_28669.npy,0.5148079,0.02936138,0.9994351,0.40962514,False
tile_30345.npy,0.5148078,0.029297179,0.9995236,0.397461,False
tile_27768.npy,0.5147983,0.029383522,0.9994036,0.40474486,False
tile_17596.npy,0.5147923,0.029303685,0.9994805,0.4002592,False
tile_22600.npy,0.51479197,0.029290207,0.9994786,0.40755746,False
tile_26914.npy,0.5147868,0.02933691,0.9994321,0.40228662,False
tile_29344.npy,0.5147797,0.029308397,0.99944514,0.40294623,False
tile_30005.npy,0.51477194,0.029222416,0.999508,0.40673342,False
tile_20792.npy,0.5147698,0.029321456,0.9994153,0.40141383,False
tile_25301.npy,0.51476896,0.029195027,0.9995421,0.4003494,False
tile_12029.npy,0.5147674,0.02920006,0.999517,0.40886694,False
tile_9019.npy,0.5147608,0.029354222,0.9993652,0.4010619,False
tile_16805.npy,0.5147484,0.029259004,0.99943376,0.40203905,False
tile_21889.npy,0.51474565,0.029185385,0.9995051,0.40041044,False
tile_20150.npy,0.5147406,0.029173812,0.9994946,0.4064066,False
tile_21724.npy,0.5147377,0.029137552,0.9995351,0.40135205,False
tile_22228.npy,0.5147299,0.02916716,0.99947655,0.40807906,False
tile_26039.npy,0.5147298,0.02915368,0.9994967,0.40460402,False
tile_24734.npy,0.5147285,0.029159019,0.99948746,0.40524822,False
tile_25621.npy,0.5147276,0.029186932,0.9994669,0.40064853,False
tile_20981.npy,0.51472586,0.029143611,0.99949837,0.40488523,False
tile_10880.npy,0.5147252,0.029083192,0.9995606,0.4032932,False
tile_22639.npy,0.51472396,0.029184982,0.99944466,0.40914935,False
tile_27199.npy,0.5147192,0.02917721,0.99945915,0.4010205,False
tile_25819.npy,0.514715,0.029175045,0.99944186,0.40654424,False
tile_26329.npy,0.5147136,0.029102571,0.9995301,0.3972896,False
tile_21684.npy,0.51471233,0.029097855,0.9995185,0.40411323,False
tile_27422.npy,0.51471186,0.029126823,0.9994886,0.40412727,False
tile_21559.npy,0.5147086,0.02924542,0.999354,0.40887058,False
tile_4584.npy,0.51470345,0.02914412,0.9994578,0.40249905,False
tile_15167.npy,0.5147002,0.029040856,0.9995534,0.4030283,False
tile_29485.npy,0.51469475,0.029103518,0.9994859,0.39998677,False
tile_23630.npy,0.514691,0.029154513,0.9994309,0.398282,False
tile_24464.npy,0.51468974,0.029152641,0.9994176,0.404569,False
tile_25149.npy,0.51468766,0.029110279,0.99945235,0.40635395,False
tile_6735.npy,0.5146871,0.029108804,0.9994484,0.4085332,False
tile_9362.npy,0.514682,0.02910764,0.9994481,0.40414587,False
tile_6024.npy,0.5146792,0.02908127,0.9994712,0.40297338,False
tile_6537.npy,0.5146761,0.029122878,0.99943227,0.3985322,False
tile_22215.npy,0.51467097,0.029055303,0.9994827,0.40196517,False
tile_21718.npy,0.51466584,0.029013317,0.9995156,0.40138084,False
tile_7933.npy,0.51466465,0.029033745,0.99949783,0.3988774,False
tile_26565.npy,0.5146591,0.029088562,0.99942124,0.4041953,False
tile_5346.npy,0.51465786,0.029009154,0.9994962,0.4052068,False
tile_20814.npy,0.5146577,0.029019404,0.99950236,0.39680168,False
tile_19058.npy,0.51465714,0.029099248,0.9994118,0.40160123,False
tile_25671.npy,0.5146538,0.029003069,0.99949706,0.40375742,False
tile_24976.npy,0.51464766,0.029043736,0.99945724,0.3971181,False
tile_22020.npy,0.51464623,0.02904744,0.9994395,0.4027757,False
tile_21955.npy,0.514641,0.029003456,0.9994661,0.40618977,False
tile_6046.npy,0.5146342,0.028979056,0.9994779,0.4057233,False
tile_7934.npy,0.5146253,0.029052591,0.99938595,0.4060228,False
tile_21691.npy,0.5146192,0.028942673,0.9994822,0.4067611,False
tile_28115.npy,0.5146171,0.028949656,0.99948484,0.39983994,False
tile_3895.npy,0.51461345,0.028959792,0.99945706,0.40501457,False
tile_4981.npy,0.51460725,0.028953511,0.99945366,0.40365127,False
tile_14980.npy,0.51460195,0.028973855,0.9994416,0.3942411,False
tile_15857.npy,0.51460004,0.028960112,0.99943084,0.40454614,False
tile_25474.npy,0.5145982,0.028983366,0.9994132,0.39991042,False
tile_10213.npy,0.51459646,0.028963853,0.99942654,0.40123004,False
tile_10187.npy,0.5145762,0.028845247,0.999497,0.40509403,False
tile_23898.npy,0.51457345,0.02884652,0.9995107,0.3948379,False
tile_24476.npy,0.5145719,0.028864874,0.9994867,0.39616156,False
tile_10940.npy,0.51457053,0.028847976,0.9994762,0.40846297,False
tile_20973.npy,0.5145696,0.028858123,0.9994793,0.4009085,False
tile_30207.npy,0.5145676,0.02892323,0.99939877,0.40660435,False
tile_24837.npy,0.5145618,0.028907252,0.99940455,0.4058683,False
tile_10555.npy,0.51454633,0.028799819,0.99949867,0.39709207,False
tile_30692.npy,0.51454574,0.028822843,0.9994596,0.4044827,False
tile_3591.npy,0.51453614,0.028725442,0.9995285,0.40917733,False
tile_6534.npy,0.51453173,0.028890155,0.999363,0.4051328,False
tile_11923.npy,0.514531,0.02885228,0.9994044,0.40270424,False
tile_20616.npy,0.5145306,0.02877597,0.99948114,0.40200812,False
tile_8135.npy,0.51452625,0.028763792,0.9994794,0.40463474,False
tile_25337.npy,0.5145255,0.028803928,0.9994372,0.40490597,False
tile_28068.npy,0.5145229,0.028796822,0.9994319,0.4085451,False
tile_10222.npy,0.51451755,0.02871723,0.99951094,0.40349007,False
tile_27011.npy,0.5145171,0.028767575,0.9994689,0.39887467,False
tile_26219.npy,0.5145164,0.02876674,0.999452,0.40701643,False
tile_23884.npy,0.5145123,0.02876831,0.99944186,0.40719286,False
tile_25891.npy,0.51450855,0.028721116,0.9994816,0.40714157,False
tile_28483.npy,0.5145078,0.028785491,0.9994273,0.40138346,False
tile_20156.npy,0.5144894,0.028693926,0.9994877,0.3985956,False
tile_10056.npy,0.51448715,0.02866767,0.9994953,0.40569705,False
tile_19678.npy,0.51448643,0.028724182,0.99943155,0.40859404,False
tile_25183.npy,0.5144769,0.028659306,0.9994785,0.40800303,False
tile_25106.npy,0.5144741,0.028762173,0.99937934,0.4033431,False
tile_23799.npy,0.5144641,0.028692199,0.999445,0.39545318,False
tile_19689.npy,0.5144614,0.028706685,0.99940586,0.40515697,False
tile_15158.npy,0.51445776,0.028614856,0.9994903,0.4051723,False
tile_25510.npy,0.5144461,0.02861207,0.99946964,0.40524256,False
tile_8128.npy,0.51442736,0.02849129,0.9995553,0.4040895,False
tile_18766.npy,0.51442575,0.028561773,0.99947596,0.4068823,False
tile_25981.npy,0.51441973,0.028548004,0.9994846,0.40338492,False
tile_26658.npy,0.5144161,0.02857555,0.9994598,0.398397,False
tile_23936.npy,0.51440924,0.028548818,0.9994569,0.4063836,False
tile_26198.npy,0.5143964,0.028556563,0.9994351,0.40061468,False
tile_25498.npy,0.5143921,0.028532833,0.9994547,0.39834914,False
tile_7436.npy,0.51438355,0.0285022,0.9994491,0.40792555,False
tile_17099.npy,0.51438344,0.02847681,0.99947464,0.40768903,False
tile_21437.npy,0.51438147,0.028514646,0.9994346,0.40683728,False
tile_24858.npy,0.5143772,0.028498068,0.99944764,0.404315,False
tile_24430.npy,0.51436865,0.028480422,0.9994526,0.4021504,False
tile_28131.npy,0.51436013,0.028456498,0.99946237,0.40073878,False
tile_26183.npy,0.5143593,0.028467197,0.9994396,0.40589762,False
tile_6047.npy,0.51435107,0.028464431,0.9994249,0.40642047,False
tile_13960.npy,0.51435083,0.02843538,0.9994494,0.4084903,False
tile_24123.npy,0.51434886,0.02849055,0.999404,0.40156713,False
tile_16897.npy,0.51434857,0.02840614,0.9994768,0.407101,False
tile_12787.npy,0.5143478,0.028395908,0.99951386,0.39292362,False
tile_22740.npy,0.51434636,0.028457101,0.9994298,0.4029262,False
tile_8123.npy,0.5143429,0.028421897,0.9994524,0.40572396,False
tile_30558.npy,0.51433283,0.028434608,0.99942416,0.40347955,False
tile_5323.npy,0.51433194,0.02836106,0.9994847,0.40905142,False
tile_15366.npy,0.5143179,0.028333541,0.9994844,0.40894225,False
tile_21203.npy,0.5143093,0.028318286,0.9994986,0.40084884,False
tile_8726.npy,0.5142963,0.028366556,0.99940914,0.40844646,False
tile_16558.npy,0.5142909,0.028304983,0.9994879,0.39450282,False
tile_16394.npy,0.51428777,0.028335176,0.9994328,0.40377095,False
tile_21863.npy,0.51428634,0.02829862,0.99947035,0.40184286,False
tile_30019.npy,0.5142812,0.028334085,0.9994184,0.40498263,False
tile_29147.npy,0.51427585,0.028306033,0.9994431,0.4012417,False
tile_23517.npy,0.51427305,0.028280508,0.9994541,0.40573958,False
tile_18931.npy,0.5142654,0.028221581,0.9994999,0.40466988,False
tile_23777.npy,0.5142617,0.02830258,0.99942124,0.39981323,False
tile_22249.npy,0.5142606,0.028261427,0.9994484,0.40566045,False
tile_7186.npy,0.5142545,0.028243555,0.99945766,0.40385652,False
tile_9176.npy,0.51425236,0.028203683,0.99950945,0.39580426,False
tile_25967.npy,0.5142496,0.028193027,0.9995095,0.3983397,False
tile_24254.npy,0.51424694,0.028240185,0.9994495,0.40207493,False
tile_11575.npy,0.5142448,0.028238852,0.99944955,0.40059268,False
tile_3238.npy,0.51423943,0.028299903,0.99937695,0.40099403,False
tile_5335.npy,0.5142381,0.028202677,0.9994594,0.40711966,False
tile_9535.npy,0.5142344,0.028197866,0.99946046,0.40524575,False
tile_21858.npy,0.5142114,0.02824398,0.9993719,0.40348038,False
tile_26241.npy,0.5142113,0.028180853,0.9994436,0.39906627,False
tile_17153.npy,0.5142103,0.028211549,0.99939466,0.40717283,False
tile_6880.npy,0.5142071,0.02809291,0.9995146,0.40341416,False
tile_25502.npy,0.5142018,0.028160129,0.99944395,0.3997616,False
tile_18643.npy,0.5142004,0.028116459,0.9994813,0.40148142,False
tile_9323.npy,0.51419765,0.02815498,0.9994259,0.40718967,False
tile_3549.npy,0.5141967,0.028051477,0.99952567,0.40809032,False
tile_21603.npy,0.5141956,0.028213982,0.99935836,0.40941012,False
tile_20984.npy,0.5141898,0.028081074,0.999488,0.4052455,False
tile_26891.npy,0.51418704,0.028206998,0.9993722,0.39743316,False
tile_10865.npy,0.5141863,0.028066274,0.9994954,0.40546697,False
tile_25875.npy,0.51418453,0.02807806,0.9994735,0.40874368,False
tile_20665.npy,0.5141625,0.028084317,0.99944943,0.39558443,False
tile_22739.npy,0.514161,0.028005678,0.99952793,0.39416754,False
tile_21258.npy,0.5141597,0.028147321,0.9993637,0.4041602,False
tile_18191.npy,0.51415735,0.028094692,0.9994116,0.404225,False
tile_3203.npy,0.51415604,0.02805473,0.9994618,0.3977641,False
tile_24055.npy,0.51414996,0.028020456,0.99946743,0.40605277,False
tile_10819.npy,0.51414955,0.028057124,0.9994332,0.4043677,False
tile_24789.npy,0.5141472,0.02809779,0.9994066,0.3950494,False
tile_22933.npy,0.5141441,0.028036252,0.9994374,0.40725467,False
tile_29469.npy,0.51414084,0.028010016,0.9994716,0.40001845,False
tile_7793.npy,0.5141345,0.028057043,0.9994051,0.40349275,False
tile_24468.npy,0.5141232,0.02805217,0.9993973,0.3984413,False
tile_8207.npy,0.51412123,0.027910925,0.9995155,0.40804142,False
tile_22363.npy,0.514119,0.028021712,0.9994061,0.4051332,False
tile_26361.npy,0.514111,0.027948122,0.9994669,0.40345195,False
tile_22023.npy,0.51410574,0.028022708,0.9993756,0.40653676,False
tile_6562.npy,0.5141024,0.02789091,0.99949914,0.40738136,False
tile_25161.npy,0.5141024,0.02797604,0.999423,0.4028692,False
tile_27385.npy,0.5140958,0.027901424,0.9994763,0.40692344,False
tile_9662.npy,0.51409304,0.027911482,0.9994844,0.39509952,False
tile_23174.npy,0.51409096,0.027975708,0.9993962,0.40503064,False
tile_26590.npy,0.5140787,0.027904944,0.99943256,0.4099109,False
tile_17035.npy,0.514069,0.027884332,0.99943817,0.4077709,False
tile_4973.npy,0.5140681,0.02783664,0.9995054,0.39706713,False
